name,birth,nationality,gender,height,weight,hair_color,eye_color,build,race,first_mentioned_book,first_mentioned_chapter,last_mentioned_book,last_mentioned_chapter,first_appeared_book,first_appeared_chapter,last_appeared_book,last_appeared_chapter,affiliation,title,rank,status,death,occupation,ajah,clan,sept,animal_type,color,owner
Aviendha,980 NE,Aiel,Female,,,Dark reddish,Blue-green,,,,,,,TDR,38,AMOL,Epilogue,,,,Alive,,Wise One,,Taardad,Nine Valleys,,,
Avene Sahera,,Kandori,Female,,,,,Plump,,NS,17,NS,23,NS,21,NS,21,,,,Alive,,Innkeeper,,,,,,
Aviellin,,Aiel,Female,,,,,,,KOD,29,KOD,29,,,,,,,,Alive,,,,Unknown clan,Unknown sept,,,
Aurana,,Seanchan,Female,,,,,,,KOD,11,KOD,11,,,,,,High Lady,High Lady,Dead,1000 NE,,,,,,,
Auaine Fanwar,,Borderlander,Female,,,"Silver-gray, in a bun",,,,,,,,TGS,Prologue,TGS,Prologue,,,,Alive,,,,,,,,
Atuan Larisett,,Taraboner,Female,,,Dark and braided,,,,NS,4,,,COT,Prologue,COT,Prologue,Black Ajah,,Aes Sedai,Unknown,,,Yellow Ajah,,,,,
Astrelle,,Unknown,Female,,,,,Plump,,,,,,KOD,Prologue,KOD,Prologue,White Tower,,Aes Sedai,Alive,,,White Ajah,,,,,
Astelle al'Seen,,Andoran,Female,,,White,,,,,,,,TSR,32,TSR,32,Two Rivers,,,Alive,,,,,,,,
Asseil,,Taraboner,Female,,,Pale,Brown,Slim,,,,,,KOD,24,KOD,24,White Tower,,Accepted,Alive,,,,,,,,
Asra Zigane,,Domani,Female,,,,,,,,,,,LOC,52,TPOD,28,The Kin,,,Alive,,Wise Woman,,,,,,
Asne Zeramene,,Saldaean,Female,,,,,,,,,,,TSR,38,KOD,33,Black Ajah,,Aes Sedai,Dead,1000 NE,,Green Ajah,,,,,
Kyril Shianri,,Arafellin,Male,Tall,,,,Lean,,,,,,TPOD,Prologue,TPOD,Prologue,Arafel,,,Alive,,Lord,,,,,,
Kuehn,,Shienaran,Male,,,,,,,,,,,TOM,23,TOM,23,Lan Mandragoran,,,Alive,,Soldier,,,,,,
Kralle,,Kandori,Male,,,,,,,,,,,TOM,Prologue,TOM,Prologue,Kandor,,,Dead,1000 NE,Soldier,,,,,,
Kragil,,Unknown,Male,,,,,,,AMOL,9,AMOL,9,,,,,,,,Dead,1000 NE,,,,,,,
Kostelle,,Altaran,Male,,,Gray,,,,,,KOD,11,KOD,11,KOD,11,,,,Alive,,Merchant,,,,,,
Kolom,,Unknown,Male,,,,,,Ogier,LOC,49,LOC,49,,,,,,,,Dead,,,,,,,,
Koimal,,Unknown,Male,,,,,,Ogier,LOC,54,LOC,54,,,,,,,,Dead,,,,,,,,
Ander Corl,,Cairhienin,Male,,,,,,,,,,,TFOH,20,TFOH,20,,,,Alive,,Bootmaker,,,,,,
Amondrid Osiellin,,Cairhienin,Male,,,,,,,,,,,TPOD,21,TOM,50,Dragon Reborn,Lord,,Alive,,,,,,,,
Amel din Monaga Stone Anchor,,Unknown,Male,,,,,,,KOD,22,KOD,22,,,,,,,Swordmaster,Alive,,,,,,,,
Amenar Shumada,,Seanchan,Male,,,,,,,,,,,TGS,19,TGS,19,,,,Alive,,,,,,,,
Alwyn al'Van,,Andoran,Male,,,,,,,TGH,2,TGH,2,,,,,Two Rivers,,,Alive,,bootmaker,,,,,,
Alvon,,Amadician,Male,Short,,,,Stocky,,,,,,KOD,5,KOD,28,Faile Bashere,,,Alive,,,,,,,,
Alsalam Saeed Almadar,,Domani,Male,,,"Gray, shoulder-length",,,,LOC,6,AMOL,Epilogue,TOM,32,AMOL,24,,Lord of Almadar,King,Dead,1000 NE,,,,,,,
Alrom,,Unknown,Male,,,,,,,TOM,15,TOM,15,,,,,,,,Dead,,Historian,,,,,,
Alric,,Unknown,Male,Tall,,Gray,,Slender,,TGH,2,TGS,8,TSR,47,TSR,47,White Tower,,,Dead,999 NE,Warder,,,,,,
Alpert Mull,,Andoran,Male,,,,,Solid,,,,,,TEOTW,33,TOM,1,,,,Alive,,Farmer,,,,,,
Almurat Mor,,Seanchan,Male,,,Pale yellow,Blue,Slender,,,,KOD,36,TSR,38,COT,4,,,,Alive,,Seeker for Truth,,,,,,
Jaalam Nishur,,Domani,Male,Tall,,,,,,,,,,COT,Prologue,,,Arad Doman,,Officer,Dead,1000 NE,Soldier,,,,,,
Jadein,,Unknown,Female,,,,,Lean,,,,,,KOD,22,KOD,22,,,Deckmistress,Alive,,,,,,,,
Ashelin,,Altaran,Female,,,,,Plump,,,,,,KOD,24,KOD,24,White Tower,,Novice,Alive,,,,,,,,
Arymilla Marne,,Andoran,Female,,,,"Brown, big",Plump,,,,,,TFOH,19,TOM,50,Andor,Lady,High Seat,Alive,,,,,,,,
Arrela Shiego,,Tairen,Female,Tall,,"Dark, short, style of Aiel",,,,,,TOM,34,TPOD,8,TGS,21,Cha Faile,,,Alive,,,,,,,,
Arrata,,Seanchan,Female,,,,,Wiry,,KOD,Prologue,,,KOD,26,,,Ever Victorious Army,,,Alive,,Soldier,,,,,,
Arlene,,Andoran,Female,,,,,,,,,,,COT,15,KOD,17,,,,Alive,,Maid,,,,,,
Arilyn Dhulaine,,Cairhienin,Female,,,,,,,TGH,26,WH,13,,,,,Gray Ajah,Lady,,Alive,,Eyes-and-ears,,,,,,
Arilinde Branstrom,,Andoran,Female,,,,,,,,,,,KOD,17,KOD,17,House Trakand,Lady,,Alive,,,,,,,,
Aril Corl,,Cairhienin,Female,,,,,,,,,,,TFOH,20,TFOH,20,,,,Alive,,,,,,,,
Areina Nermasiv,,Ghealdanin,Female,,,Dark Braid,Blue,,,,,,,TFOH,48,KOD,24,,,,Alive,,,,,,,,
Arebis,,Unknown,Female,,,,,,,KOD,Prologue,KOD,Prologue,,,,,White Tower,,Aes Sedai,Alive,,,Unknown Ajah,,,,,
Aravine Carnel,,Amadician,Female,,,,,Plump,,,,,,COT,9,AMOL,37,Darkfriend,,,Dead,,,,,,,,
Arathelle Renshar,,Andoran,Female,,,"Brown, graying",,,,TFOH,19,,,TPOD,17,KOD,35,House Trakand,Lady,High Seat,Alive,,,,,,,,
Kodam,,Unknown,Male,,,,,,,TSR,26,TSR,26,,,,,,,Aes Sedai (Age of Legends),Dead,,,,,,,,
Kline,,Unknown,Male,,,,,,,AMOL,37,AMOL,37,,,,,White Tower,,,Alive,,Warder,,,,,,
Kirkun,,Saldaean,Male,,,,,,,,,,,KOD,20,KOD,20,,,,Dead,1000 NE,Soldier,,,,,,
Kiril Drapaneos,,Illianer,Male,Tall,,,,Stork-like,,,,,,TPOD,23,TPOD,24,Dragon Reborn,Lord,,Alive,,,,,,,,
Kireyin,,Ghealdanin,Male,,,,,Lean,,,,,,COT,25,COT,27,Perrin Aybara,Lord,,Alive,,Soldier,,,,,,
Kinhuin,,Aiel,Male,,,,Green,,,,,TGS,21,TPOD,11,KOD,30,Sevanna,,,Dead,1000 NE,,,Unknown clan,Unknown sept,,,
Kindlin,,Andoran,Male,,,,,,,KOD,13,KOD,13,,,,,Queen's Guard,,Captain,Alive,,Soldier,,,,,,
Kin Tovere,,Cairhienin,Male,,,Bald,,Stocky,,,,COT,Prologue,TFOH,41,LOC,18,The Dragon Reborn,,,Alive,,Lensmaker,,,,,,
Kin,,Unknown,Male,,,,,,,,,,,TFOH,17,TFOH,48,Valan Luca,,,Alive,,Entertainer,,,,,,
Kimtin,,Unknown,Male,,,,,,,AMOL,37,AMOL,37,,,,,,,,Dead,,,,,,,,
Kevrim al'Azar,,Andoran,Male,,,,,,,,,,,TSR,56,TSR,56,Two Rivers,,,Alive,,,,,,,,
Kev Barstere,,Andoran,Male,,,,,,,,,,,KOD,29,KOD,29,Two Rivers,,,Alive,,,,,,,,
Almen Bunt,,Andoran,Male,,,,,,,,,,,TEOTW,34,TOM,1,,,,Alive,,Farmer,,,,,,
Allin,,Andoran,Male,,,,,,,,,,,AMOL,37,AMOL,37,,,,Alive,,Soldier,,,,,,
Alix,,Unknown,Male,,,,,,,AMOL,37,AMOL,37,,,,,White Tower,,,Presumed alive,,Warder,,,,,,
Alin Seroku,,Kandori,Male,,,Graying,,,,,,,,NS,15,NS,15,Kandor,,,Alive,,Soldier,,,,,,
Alin,,Domani,Male,,,,,,,TOM,21,TOM,21,,,,,Dragon Reborn,,,Alive,,Soldier,,,,,,
Alijha,,Aiel,Male,,,,,,,,,,,TSR,25,TSR,25,,,,Dead,,,,Da'shain Aiel,,,,
Alhandrin Torelvin,,Cairhienin,Male,,,,,,,LOC,5,LOC,5,,,,,Band of the Red Hand,,Officer,Alive,,Soldier,,,,,,
Algwyn,,Seanchan,Male,,,,,,,WH,14,WH,14,,,,,,Emperor of Seanchan,Emperor,Dead,,,,,,,,
Algarin Pendaloan,,Tairen,Male,,,Thinning,,,,,,,,COT,23,AMOL,41,,Lord,Asha'man,Alive,,Asha'man,,,,,,
Aldrin Caldevwin,,Cairhienin,Male,,,"Dark, shaved, powdered",,,,,,,,TGH,21,TGH,21,,,Captain,Alive,,Soldier,,,,,,
Aldred Gomaisen,,Cairhienin,Male,Short,,Front shaved,,Slender,,,,KOD,35,KOD,16,KOD,32,Elayne Trakand,,Captain,Dead,1000 NE,Mercenary,,,,,,
Aran'gar,,Borderlander,Female,,,"Black, glossy",Green,"Slender, Busty",,,,AMOL,5,LOC,Prologue,TOM,Prologue,,,Chosen,Dead,1000 NE,,,,,,,
Anya,,Kandori,Female,,,,,,,,,,,NS,22,NS,26,,,,Alive,,Servant,,,,,,
Anvaere Damodred,,Cairhienin,Female,,,,,,,NS,6,NS,6,,,,,,Lady,,Alive,,,,,,,,
Anthelle Sharplyn,,Andoran,Female,,,,,Stout,,,,,,KOD,17,KOD,17,House Trakand,Lady,,Alive,,,,,,,,
Annoura Larisen,838 NE,Taraboner,Female,,,"Dark, braided",,Stocky,,,,,,ACOS,5,AMOL,37,Unaligned sisters,,Aes Sedai,Alive,,,Gray Ajah,,,,,
Annharid Matoun,894 NE,Saldaean,Female,,,Black,Dark brown,Stocky,,COT,Prologue,COT,Prologue,,,,,White Tower,,Aes Sedai,Alive,,,Yellow Ajah,,,,,
Annah,,Unknown,Female,,,,,,,,,,,AMOL,27,AMOL,27,,,,Dead,1000 NE,Soldier,,,,,,
Anlee,,Unknown,Female,,,Graying,,,,,,,,NS,11,NS,12,,,Aes Sedai,Unknown,,Sitter,Blue Ajah,,,,,
Anla,,Unknown,Female,,,,,,,TEOTW,4,,,,,,,,,,Fictional character,,,,,,,,
Angla,,Unknown,Female,,,,,,,,,,,LOC,14,LOC,14,White Tower,,,Alive,,,,,,,,
Kert Wagoner,,Andoran,Male,,,,,,,,,,,AMOL,1,AMOL,1,Two Rivers,,,Alive,,Farmer,,,,,,
Kerb,,Domani,Male,,,Light,,Spindly,,,,,,TGS,32,TGS,33,,,,Dead,,Apprentice,,,,,,
Kennar Miraj,,Seanchan,Male,,,,,,,,,,,TPOD,24,,,,,Captain-General,Dead,1000 NE,Soldier,,,,,,
Kennit,,Unknown,Male,,,,,,,WH,10,WH,10,,,,,,,,Alive,,Warder,,,,,,
Kenly Maerin,,Andoran,Male,Short,,,,Stocky,,,,,,ACOS,1,TOM,24,Perrin Aybara,,,Alive,,Soldier,,,,,,
Kenley Ahan,,Andoran,Male,,,,,,,,,TSR,43,TEOTW,Ravens,TSR,40,Two Rivers,,,Dead,999 NE,,,,,,,
Kendral,,Arafellin,Male,,,,,,,TOM,42,TOM,42,,,,,Lan Mandragoran,,Prince,Alive,,,,,,,,
Kely Huldin,,Andoran,Male,,,,,,,LOC,3,LOC,3,LOC,3,LOC,3,,,,Alive,,Weaver,,,,,,
Kelwin Janevor,,Andoran,Male,,,,,Wiry,,,,,,KOD,17,KOD,32,House Trakand,Lord,,Alive,,,,,,,,
Keemlin Rai,,Kandori,Male,,,,,,,,,,,TOM,Prologue,TOM,Prologue,Kandor,,,Dead,1000 NE,Soldier,,,,,,
Kayen Yokata,,Shienaran,Male,,,,,,,,,AMOL,18,WH,27,WH,27,,Lord of Fal Eisen,Lord,Dead,1000 NE,,,,,,,
Kashgar,,Saldaean,Male,,,,,Lean,,,,,,KOD,Prologue,KOD,Prologue,Children of the Light,,Under-Lieutenant,Alive,,Soldier,,,,,,
Aldin Miheres,,Unknown,Male,,,,,,,,,,,KOD,13,KOD,13,Arymilla Marne,,,Dead,1000 NE,Mercenary,,,,,,
Aldin,,Amadician,Male,Tall,,,,Square-shouldered,,,,,,KOD,30,TOM,34,Perrin Aybara,,,Alive,,,,,,,,
Aldecain Damodred,,Cairhienin,Male,,,,,,,NS,5,NS,5,,,,,,Lord,,Dead,978 NE,,,,,,,
Aldan,,Unknown,Male,,,,,,,TGS,24,TGS,24,,,,,Gareth Bryne,,Captain,Alive,,Soldier,,,,,,
Alarch,,Aiel,Male,,,Dark,,,,,,,,TOM,49,TOM,49,,Child of the Dragon,,Foreseen,,,,,,,,
Alalved,,Aiel,Male,Tall,,,,,,TOM,49,,,,,,,,,,Unknown,,Clan chief,,Tomanelle,Unknown sept,,,
Alaabar Harnesh,,Murandian,Male,Short,,Bald,,,,,,,,TOM,Prologue,TOM,35,Children of the Light,,Lord Captain,Alive,,Soldier,,,,,,
al'Lan Mandragoran,953 NE,Malkieri,Male,"1 span, 1 foot, 7 inches / 6 feet 5",,"Dark, graying",Blue,Muscular,,,,,,NS,1,AMOL,Epilogue,,Lord of the Seven Towers,,Alive,,Warder,,,,,,
al'Akir Mandragoran,,Malkieri,Male,,,,,,,NS,15,AMOL,6,,,,,,King of Malkier,King,Dead,,,,,,,,
Ajimbura,,Seanchan,Male,,,,Blue,,,,,,,COT,4,KOD,36,,,,Alive,,Servant,,,,,,
Ailron Rovere Lukan,,Amadician,Male,,,"Dark, wavy, receding",,Delicate,,LOC,Prologue,KOD,12,TFOH,16,LOC,Prologue,,Defender of Amadicia,King,Dead,1000 NE,,,,,,,
Agni Neres,,Altaran,Male,Tall,,,,Bony,,,,,,TFOH,48,TFOH,49,,,,Alive,,Ship captain,,,,,,
Cyril Wynn,978 NE,Murandian,Male,,,,,,,,,,,NS,5,NS,5,,,,Alive,,,,,,,,
Cutaris,,Domani,Male,,,,,Long-limbed,,,,,,TOM,21,TOM,21,Dragon Reborn,,,Alive,,Soldier,,,,,,
Cully,,Altaran,Male,,,,,Gnarled,,ACOS,15,ACOS,29,,,,,Darkfriend,,,Alive,,,,,,,,
Culhan Carand,,Andoran,Male,,,,,,,LOC,28,TPOD,18,TPOD,17,TPOD,17,,Lord,,Alive,,,,,,,,
Culen,,Murandian,Male,,,,,Lean,,,,,,LOC,5,LOC,5,Hunter of the Horn,Lord,,Alive,,Hunter of the Horn,,,,,,
Culain,,Aldesharin,Male,,,,,,,COT,3,COT,3,,,,,,,General,Dead,,Soldier,,,,,,
Andscale,,Andoran,Female,,,,,,,KOD,26,,,,,,,,,,Alive,,Banker,,,,,,
Andil,,Cairhienin,Female,,,,,,,,,,,COT,Prologue,COT,Prologue,,,,Alive,,Cook,,,,,,
Andhilin,,Aiel,Female,,,,,,,KOD,18,TGS,29,,,,,,,,Dead,,,,Goshien,Red Salt,,,
Andaya Murasaka,,Unknown,Female,,,,,,,,,,,TFOH,47,TFOH,47,Valan Luca,,,Alive,,Entertainer,,,,,,
Kash,,Unknown,Male,,,,,,,TOM,46,,,AMOL,42,AMOL,42,The Shadow,,Asha'man,Alive,,Asha'man,,,,,,
Karm,,Seanchan,Male,,,,,,,,,,,TGS,Prologue,TGS,Prologue,,,Quartermaster,Alive,,,,,,,,
Karldin Manfor,,Andoran,Male,,,Pale,,,,,,,,ACOS,2,AMOL,37,The Dragon Reborn,,Asha'man,Dead,,Asha'man,,,,,,
Karile,,Unknown,Male,,,"Golden, Bearded",,Very large,,,,,,NS,7,NS,7,,,,Dead,979 NE,Warder,,,,,,
Karam,,Andoran,Male,,,,,,,,,,,AMOL,Prologue,AMOL,Prologue,,Lord,,,,Soldier,,,,,,
Kappre,,Domani,Male,,,,,,,,,,,TOM,21,TOM,21,Dragon Reborn,,,Alive,,Soldier,,,,,,
Kalyan Ramsin,,Saldaean,Male,,,,,,,,,,,TPOD,Prologue,AMOL,10,,Lord,,Alive,,,,,,,,
Kajin,,Shienaran,Male,tall,,,,,,TGH,6,,,TGH,8,TGH,9,,Lord,,alive,,Guard,,,,,,
Aginor,Age of Legends,Unknown,Male,Tall,,,,,,TEOTW,1,AMOL,18,TEOTW,50,TEOTW,52,,,Chosen,Dead,998 NE,,,,,,,
Aghan,,Saldaean,Male,,,,,,,,,,,KOD,27,KOD,27,Davram Bashere,,,Alive,,Soldier,,,,,,
Agelmar Jagad,,Shienaran,Male,,,Pure white topknot,Brown,,,,,AMOL,32,TEOTW,46,AMOL,28,,Lord of Fal Dara,General,Alive,,,,,,,,
Agardo Saranche,,Tairen,Male,,,Balding,Dark,Lean,,,,,,KOD,21,KOD,21,,,,Alive,,Innkeeper,,,,,,
Afrim Hansard,,Andoran,Male,,,,,Burly,,,,,,KOD,16,KOD,16,Queen's Guard,,,Alive,,Soldier,,,,,,
Aemon al Caar al Thorin,c. 1155 AB,Manetherenite,Male,,,,,,,TEOTW,9,TFOH,51,,,,,,King of Manetheren,Nobility,Dead,1200 AB,,,,,,,
Aemin,,Andoran,Male,,,Graying,,Broad and stocky,,,,,,TPOD,9,TOM,40,Perrin Aybara,,,Alive,,Farrier,,,,,,
Burin Shaeren,,Domani,Male,,,,,Stumpy,,,,,,LOC,8,TGS,26,White Tower,,,Alive,,Warder,,,,,,
Cuellar,,Unknown,Male,,,,,,,,,TOM,46,,,,,,,Asha'man,Alive,,Asha'man,,,,,,
Cuale,,Cairhienin,Male,,,,,Plump,,,,,,TGH,25,TGH,31,,,,Alive,,Innkeeper,,,,,,
Croi Makin,,Andoran,Male,,,Yellow,,,,,,,,TFOH,50,COT,16,White Tower,,,Alive,,Warder,,,,,,
Creedin,,Domani,Male,,,,,,,TOM,18,TOM,18,,,,,Dragon Reborn,,Captain,Alive,,Soldier,,,,,,
Cowlin,,Altaran,Male,,,,,,,COT,26,COT,26,,,,,,Lord,,Alive,,,,,,,,
Cowin Gemallan,,Malkieri,Male,,,,,,,TEOTW,47,KOD,6,,,,,Darkfriend,,Lord,Dead,,,,,,,,
Coumin,,Aiel,Male,,,,,,,,,,,TSR,26,TSR,26,,,,Dead,,,,Da'shain Aiel,,,,
Kymer,,Aiel,Female,,,Deep red,,,,,,,,AMOL,Prologue,AMOL,Prologue,,,,Alive,,Wise One,,Tomanelle,Unknown sept,,,
Kwamesa Taramasu,950 NE,Arafellin,Female,Average,,Dark,,Slender,,,,,,LOC,35,AMOL,37,White Tower,,Aes Sedai,Dead,1000 NE,Sitter,Gray Ajah,,,,,
Kurin din Calin Red Sails,,Unknown,Female,,,,Dark,,,TPOD,2,,,TPOD,3,KOD,33,,,Windfinder,Alive,,,,,,,,
Kumira Dhoran,,Shienaran,Female,,,Short,Blue,,,,,,,TPOD,12,WH,35,Unaligned sisters,,Aes Sedai,Dead,1000 NE,,Brown Ajah,,,,,
Kumiko,,Unknown,Female,,,Graying,,Stout,,,,,,KOD,13,KOD,13,The Kin,,,Alive,,,,,,,,
Zorelle,,Unknown,Female,,,,,,,TSR,26,,,,,,,,,Aes Sedai (Age of Legends),Dead,,,,,,,,
Zerah Dacan,928 NE,Mayener,Female,,,Black,Blue,Slim,,,,KOD,Prologue,TPOD,26,TPOD,26,White Tower,,Aes Sedai,Alive,,,White Ajah,,,,,
Andaya Forae,,Taraboner,Female,Average,,"Light Brown, Very long, Gleaming",,Thin,,,,,,TFOH,Prologue,TOM,27,White Tower,,Aes Sedai,Alive,,Sitter,Gray Ajah,,,,,
Anasai,,Shienaran,Female,,,,,,,TEOTW,46,AMOL,7,,,,,,,,Presumed dead,,Poet,,,,,,
Anarina Todande,,Altaran,Female,,,,,,,LOC,48,,,,,,,,Queen of Altara,Queen,Dead,,,,,,,,
Ananda,,Unknown,Female,,,"Black, Waist-length",,Slender,,,,,,TSR,1,TSR,1,White Tower,,Aes Sedai,Dead,999 NE,,Yellow Ajah,,,,,
Anaiyella Narencelona,,Tairen,Female,,,,,Willowy,,,,,,LOC,19,TOM,13,Darkfriend,High Lady of Tear,,Alive,,,,,,,,
Anaiya Carel,Unknown,Unknown,Female,,,Dark,,,,,,TGS,8,NS,9,COT,19,Rebel Aes Sedai,,Aes Sedai,Dead,1000 NE,,Blue Ajah,,,,,
Amys,,Aiel,Female,Tall,,Silvery-White,Blue,Slim,,TDR,39,,,TSR,11,AMOL,42,,,,Alive,,Wise One,,Taardad,Nine Valleys,,,
Amylia,,Unknown,Female,,,Pale,"Blue, startling",,,COT,14,,,KOD,22,KOD,22,Unaligned sisters,,Aes Sedai,Alive,,,Brown Ajah,,,,,
Kaisel Noramaga,,Kandori,Male,,,,,,,,,,,TOM,42,AMOL,29,Lan Mandragoran,Prince,,Alive,,,,,,,,
Aedwin Cole,,Unknown,Male,,,,,,,,,,,TGH,46,TGH,46,Bayle Domon,,,Alive,,Sailor,,,,,,
Aedomon,,Saferin,Male,,,,,,,TSR,37,TSR,37,,,,,,King of Safer,King,Dead,,,,,,,,
Aedmun Matherin,,Andoran,Male,,,,,,,COT,10,COT,10,,,,,House Trakand,Lord,High Seat,Alive,,,,,,,,
Adsalan,,Unknown,Male,,,Ruddy,,,,,,,,TGS,12,TGS,12,White Tower,,,Dead,,Warder,,,,,,
Adrin,,Saldaean,Male,,,Fair,,,,,,,,TGS,11,TGS,11,Davram Bashere,,,Dead,1000 NE,Soldier,,,,,,
Admira,,Tairen,Male,,,,,Stocky,,,,,,WH,32,WH,32,,,,Alive,,Merchant,,,,,,
Burdin,,Unknown,Male,,,,,,,,,,,LOC,22,LOC,22,Band of the Red Hand,,,Alive,,Soldier,,,,,,
Admer Nem,,Andoran,Male,,,Lank and thinning,,Stout,,,,,,TFOH,1,TFOH,1,,,,Alive,,Farmer,,,,,,
Admar,,Unknown,Male,,,,,,,,,,,KOD,37,KOD,37,Band of the Red Hand,,Officer,Alive,,Soldier,,,,,,
Bulen,,Kandori,Male,,,Black,,,,,,,,NS,22,AMOL,9,Lan Mandragoran,,,Dead,1000 NE,Soldier,,,,,,
Bukama Marenellin,,Malkieri,Male,Tall,,"Gray, shoulder length",Blue,,,,,TOM,42,NS,1,NS,25,Lan Mandragoran,,Armsman,Dead,979 NE,Soldier,,,,,,
Buiryn,,Manetherenite,Male,,,,,,,TSR,37,TSR,37,,,,,,King of Manetheren,King,Dead,,,,,,,,
Buel Dowtry,,Andoran,Male,,,White,,,,TSR,40,TOM,46,TSR,45,TSR,56,Two Rivers,,,Alive,,Fletcher,,,,,,
Brys Noramaga,,Kandori,Male,,,,,Stocky,,,,TPOD,Prologue,NS,22,NS,26,Kandor,Swordbearer,Lord,Dead,979 NE,,,,,,,
Brys (Taraboner),,Taraboner,Male,,,,,,,TSR,38,TSR,38,,,,,Tarabon,,Lord,Alive,,,,,,,,
Coulin,,Unknown,Male,,,,,,,TDR,16,TGS,4,,,,,White Tower,,Master of Arms,Dead,999 NE,Warder,,,,,,
Coteren,,Unknown,Male,,,"Black, oily and long",,Bulky,,,,AMOL,8,TOM,46,AMOL,4,The Shadow,,Asha'man,Dead,1000 NE,Asha'man,,,,,,
Couladin,,Aiel,Male,Tall,,Flame-colored,,Broad-shouldered,,,,TOM,19,TSR,23,TFOH,44,Shaido,,,Dead,999 NE,Clan chief,,Shaido,Domai,,,
Corman,,Aiel,Male,,,,,,,,,,,TFOH,3,LOC,17,,,,Alive,,,,Goshien,Mosaada,,,
Cormalinde Masoon,,Unknown,Male,,,,,,,KOD,3,,,,,,,,,,Dead,,Artist,,,,,,
Corevin,,Cairhienin,Male,,,,,Muscular,,,,,,ACOS,17,ACOS,38,Band of the Red Hand,,Redarm,Dead,1000 NE,Soldier,,,,,,
Cords,,Unknown,Male,,,Red,,Heavyset,,,,,,TGS,24,TGS,24,White Tower,,Sergeant,Alive,,Soldier,,,,,,
Corbet,,Unknown,Male,,,,,,,,,,,TGS,13,TGS,13,Younglings,,,Alive,,,,,,,,
Kuan Murasaka,,Unknown,Female,,,,,,,,,,,TFOH,47,TFOH,47,Valan Luca,,,Alive,,Entertainer,,,,,,
Krisa,,Seanchan,Female,,,,,,,AMOL,15,AMOL,15,,,,,,,,Alive,,,,,,,,
Kiyoshi,,Unknown,Female,Tall,,,,Slender,,ACOS,32,,,KOD,24,KOD,24,White Tower,,Aes Sedai,Alive,,,Gray Ajah,,,,,
Kiruna Nachiman,,Arafellin,Female,Tall,,,Dark,,,,,AMOL,34,TFOH,26,TPOD,12,White Tower,,Aes Sedai,Dead,,,Green Ajah,,,,,
Kirukan,,Aramaellen,Female,,,,,,,TFOH,48,TPOD,Prologue,,,,,,Queen of Aramelle,Queen,Dead,,,,,,,,
Kirstian Chalwin,680 NE,Cairhienin,Female,,,,,,,,,,,TPOD,1,KOD,17,White Tower,,Novice,Alive,,,,,,,,
Zenare Ghodar,,Unknown,Female,,,,,Plump,,,,,,LOC,30,LOC,30,White Tower,,Aes Sedai,Alive,,,Yellow Ajah,,,,,
Zemaille din Amassa,931 NE,Unknown,Female,Tall,,"Straight, black",,Slim,,,,,,NS,3,COT,21,White Tower,,Aes Sedai,Alive,,Librarian,Brown Ajah,,,,,
Zavion,,Saldaean,Female,,,Red,,Sinewy,,,,,,COT,Prologue,COT,Prologue,,Lady,,Alive,,,,,,,,
Zarya Alkaese,,Saldaean,Female,,,,"Dark, tilted",,,,,,,ACOS,23,KOD,17,White Tower,,Novice,Alive,,,,,,,,
Zarine ni Bashere t'Aybara,,Saldaean,Female,Tall,Slender,Black & Shoulder Length,Dark,,,,,,,TDR,33,AMOL,Epilogue,Perrin Aybara,Lady,Lady,Alive,,,,,,,,
Zanica,,Unknown,Female,,,,,,,KOD,Prologue,TGS,Epilogue,,,,,Black Ajah,,Aes Sedai,Alive,,,Unknown Ajah,,,,,
Zakai,,Seanchan,Female,,,,,,,,,,,TPOD,24,TPOD,24,,,,Alive,,,,,,,,
Amira Moselle,823 NE,Taraboner,Female,,,"Braided, Long",,Stocky,,,,ACOS,2,NS,14,NS,14,Elaida a'Roihan's White Tower,,Aes Sedai,Dead,1000 NE,,Red Ajah,,,,,
Amico Nagoyin,967 NE,Arafellin,Female,,,,"Large, Dark",Slender,,TDR,25,WH,22,TDR,51,TSR,12,Black Ajah,,Aes Sedai,Dead,999 NE,,Yellow Ajah,,,,,
Amellia Arene,,Amadician,Female,,,Graying,,,,,,TFOH,34,TFOH,18,TFOH,18,Darkfriend,,,Alive,,Merchant,,,,,,
Amathera Aelfdene Casmir Lounault,,Taraboner,Female,,,"Long, dark, braided","Large, dark",,,TSR,38,AMOL,37,TSR,52,TOM,17,Band of the Red Hand,Panarch of Tarabon,Panarch,Alive,,,,,,,,
Amaryn,,Aiel,Female,,,,,,,LOC,33,LOC,33,,,,,,,,Alive,,,,Unknown clan,Unknown sept,,,
Adden,,Unknown,Male,,,Fair,,Large,,,,,,TDR,39,TDR,39,,,,Dead,,,,,,,,
Adan al'Caar,,Andoran,Male,,,,,,,TEOTW,2,TEOTW,2,,,,,Two Rivers,,,Alive,,,,,,,,
Adan,,Aiel,Male,,,,,,,,,,,TSR,25,TSR,26,,,,Dead,,,,Da'shain Aiel,,,,
Adamad,,Borderlander,Male,,,,,,,,,,,TGS,Prologue,TGS,Prologue,,,,Alive,,Farmer,,,,,,
Ackley Ferran,,Andoran,Male,,,,,,,TEOTW,33,TEOTW,33,,,,,,,,Alive,,Farmer,,,,,,
Abors,,Unknown,Male,,,,,,,,,,,AMOL,10,AMOL,14,The Shadow,,Asha'man,Dead,1000 NE,Asha'man,,,,,,
