name,birth,nationality,gender,height,weight,hair_color,eye_color,build,race,first_mentioned_book,first_mentioned_chapter,first_appeared_book,first_appeared_chapter,last_appeared_book,last_appeared_chapter,affiliation,title,rank,status,death,occupation,ajah,clan,sept
Velina Behar,859 NE,Saldaean,Female,,,,"Sharp, Tilted",,,,,TPOD,25,TPOD,25,Black Ajah,,Aes Sedai,Unknown,,Sitter,White Ajah,,
Viendre,,Aiel,Female,,,,Blue,,,,,WH,Prologue,WH,Prologue,,,,Alive ,,Wise One,,Goshien,Unknown sept
Verin Mathwin,849 NE,Far Madding,Female,Short,,"Brown, with a touch of gray",Dark,Plump,,NS,3,NS,10,TGS,39,The Light,,Aes Sedai,Dead,1000 NE,,Brown Ajah,,
Buad,,Unknown nationality,Female,,,,,,,TEOTW,17,TGH,47,AMOL,39,Horn of Valere,,Hero of the Horn,Bound to the Wheel,,,,,
Vasha,,Domani,Female,,,"Long, black",Green,,,,,TGS,13,TGS,13,White Tower,,Aes Sedai,Alive ,,,Green Ajah,,
Verine,,Unknown nationality,Female,,,,,,,,,TFOH,19,TFOH,19,White Tower,,Accepted,Dead,,,,,
Brune,,Andoran,Female,,,,,,,TEOTW,33,,,,,,,,Alive ,,Healer,,,
Bromas,,Andoran,Female,,,,,Stout,,,,TOM,8,TOM,8,,,,Alive ,,Innkeeper,,,
Briain,,Aiel,Female,,,,,,,,,WH,6,WH,6, ,,,Dead,1000 NE,,,Unknown clan,Unknown sept
Azzara din Karak,,,Female,,,,,,,,,,,,,,,,Alive ,,Windfinder,,,
Azril,,Andoran,Female,,,,,,,LOC,11,LOC,11,LOC,11,,,,Alive ,,Serving girl,,,
Ayako Norsoni,,Arafellin,Female,Small,,"Black, waist-length",Black,,,WH,Prologue,KOD,20,AMOL,42,The Shadow,,Aes Sedai,Alive ,,Dreadlord,White Ajah,,
Aviendha,980 NE,Aiel,Female,,,Dark reddish,Blue-green,,,,,TDR,38,AMOL,Epilogue,,,,Alive ,,Wise One,,Taardad,Nine Valleys
Azille Narof,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,,Aes Sedai,Dead,,,Unknown Ajah,,
Aviellin,,Aiel,Female,,,,,,,KOD,29,,,,, ,,,Alive ,,,,Unknown clan,Unknown sept
Aurana,,Seanchan,Female,,,,,,,KOD,11,,,,,,High Lady,High Lady,Dead,1000 NE,,,,
Auaine Fanwar,,Borderlander,Female,,,"Silver-gray, in a bun",,,,,,TGS,Prologue,TGS,Prologue,,,,Alive ,,,,,
Atuan Larisett,,Taraboner,Female,,,Dark and braided,,,,NS,4,COT,Prologue,COT,Prologue,Black Ajah,,Aes Sedai,Unknown,,,Yellow Ajah,,
Astrelle,,Unknown nationality,Female,,,,,Plump,,,,KOD,Prologue,KOD,Prologue,White Tower,,Aes Sedai,Alive ,,,White Ajah,,
Astara,,Andoran,Female,,,,,,,TWORJTWOT,,,,,,,Queen,Queen,Dead,,,,,
Astelle al'Seen,,Andoran,Female,,,White,,,,,,TSR,32,TSR,32,Two Rivers,,,Alive ,,,,,
Avene Sahera,,Kandori,Female,,,,,Plump,,NS,17,NS,21,NS,21,,,,Alive ,,Innkeeper,,,
Asra Zigane,,Domani,Female,,,,,,,,,LOC,52,TPOD,28,The Kin,,,Alive ,,Wise Woman,,,
Asne Zeramene,,Saldaean,Female,,,,,,,,,TSR,38,KOD,33,Black Ajah,,Aes Sedai,Dead,1000 NE,,Green Ajah,,
Asseil,,Taraboner,Female,,,Pale,Brown,Slim,,,,KOD,24,KOD,24,White Tower,,Accepted,Alive ,,,,,
Ashmanaille,902 NE,Unknown nationality,Female,Tall,,Dark,Brown,Lanky,,,,LOC,14,AMOL,27,White Tower,,Aes Sedai,Alive ,,,Gray Ajah,,
Ashelin,,Altara,Female,,,,,Plump,,,,KOD,24,KOD,24,White Tower,,Novice,Alive ,,,,,
Arrela Shiego,,Tairen,Female,Tall,,"Dark, short, style of Aiel",,,,,,TPOD,8,TGS,21,Cha Faile,,,Alive ,,,,,
Arymilla Marne,,Andoran,Female,,,,"Brown, big",Plump,,,,TFOH,19,TOM,50,Andor,Lady,High Seat,Alive ,,,,,
Arlene,,Andoran,Female,,,,,,,,,COT,15,KOD,17,,,,Alive ,,Maid,,,
Arrata,,Seanchan,Female,,,,,Wiry,,KOD,Prologue,KOD,26,,,Ever Victorious Army,,,Alive ,,Soldier,,,
Arilyn Dhulaine,,Cairhienin,Female,,,,,,,TGH,26,,,,,Gray Ajah,Lady,,Alive ,,Eyes-and-ears,,,
Arebis,,Unknown nationality,Female,,,,,,,KOD,Prologue,,,,,White Tower,,Aes Sedai,Alive ,,,Unknown Ajah,,
Arilinde Branstrom,,Andoran,Female,,,,,,,,,KOD,17,KOD,17,House Trakand,Lady,,Alive ,,,,,
Aril Corl,,Cairhienin,Female,,,,,,,,,TFOH,20,TFOH,20,,,,Alive ,,,,,
Aravine Carnel,,Amadician,Female,,,,,Plump,,,,COT,9,AMOL,37,Darkfriend,,,Dead,,,,,
Aran'gar,,Borderlander,Female,,,"Black, glossy",Green,"Slender, Busty",,,,LOC,Prologue,TOM,Prologue,,,Chosen,Dead,1000 NE,,,,
Arathelle Renshar,,Andoran,Female,,,"Brown, graying",,,,TFOH,19,TPOD,17,KOD,35,House Trakand,Lady,High Seat,Alive ,,,,,
Anya,,Kandor,Female,,,,,,,,,NS,22,NS,26,,,,Alive ,,Servant,,,
Areina Nermasiv,,Ghealdan,Female,,,Dark Braid,Blue,,,,,TFOH,48,KOD,24,,,,Alive ,,,,,
Annoura Larisen,838 NE,Taraboner,Female,,,"Dark, braided",,Stocky,,,,ACOS,5,AMOL,37,Unaligned sisters,,Aes Sedai,Alive ,,,Gray Ajah,,
Anvaere Damodred,,Cairhienin,Female,,,,,,,NS,6,,,,,,Lady,,Alive ,,,,,
Anthelle Sharplyn,,Andoran,Female,,,,,Stout,,,,KOD,17,KOD,17,House Trakand,Lady,,Alive ,,,,,
Anla,,,Female,,,,,,,TEOTW,4,,,,,,,,Fictional character,,,,,
Anlee,,Unknown nationality,Female,,,Graying,,,,,,NS,11,NS,12,,,Aes Sedai,Unknown,,Sitter,Blue Ajah,,
Annharid Matoun,894 NE,Saldaean,Female,,,Black,Dark brown,Stocky,,COT,Prologue,,,,,White Tower,,Aes Sedai,Alive ,,,Yellow Ajah,,
,,,,,,,,,,,,,,,,,,,,,,,,
Anford,,Andoran,Female,,,Graying,,,,,,KOD,17,KOD,32,Elayne Trakand,,,Alive ,,Clerk,,,
Anghara,,Unknown nationality,Female,,,,,,,ACOS,16,,,,,,Amyrlin Seat,,Dead,,,Unknown Ajah,,
Annah,,Unknown nationality,Female,,,,,,,,,AMOL,27,AMOL,27,,,,Dead,1000 NE,Soldier,,,
Andscale,,Andoran,Female,,,,,,,KOD,26,,,,,,,,Alive ,,Banker,,,
Angharad Juerissen,,Unknown nationality,Female,,,,,,,The Wheel of Time Companion,,,,,,White Tower,Keeper of the Chronicles,Aes Sedai,Unknown,,,Gray Ajah,,
Angla,,Unknown nationality,Female,,,,,,,,,LOC,14,LOC,14,White Tower,,,Alive ,,,,,
Andil,,Cairhienin,Female,,,,,,,,,COT,Prologue,COT,Prologue,,,,Alive ,,Cook,,,
Anemara,,Unknown nationality,Female,,,,,Plump,,,,KOD,2,KOD,2,White Tower,,Accepted,Alive ,,,,,
Andhilin,,Aiel,Female,,,,,,,KOD,18,,,,, ,,,Dead,,,,Goshien,Red Salt
Andaya Murasaka,,Unknown nationality,Female,,,,,,,,,TFOH,47,TFOH,47,Valan Luca,,,Alive ,,Entertainer,,,
Andaya Forae,,Taraboner,Female,Average,,"Light Brown, Very long, Gleaming",,Thin,,,,TFOH,Prologue,TOM,27,White Tower,,Aes Sedai,Alive ,,Sitter,Gray Ajah,,
Anasai,,Shienaran,Female,,,,,,,TEOTW,46,,,,,,,,Presumed dead ,,Poet,,,
Ananda,,Unknown nationality,Female,,,"Black, Waist-length",,Slender,,,,TSR,1,TSR,1,White Tower,,Aes Sedai,Dead,999 NE,,Yellow Ajah,,
Cyndane,,Unknown nationality,Female,Short,,Silver,Blue,,,,,TPOD,12,AMOL,22,,,Chosen,Dead,1000 NE,,,,
Cyprien,,Far Madding,Female,,,,,,,,,WH,24,WH,34,,,Counsel,Alive ,,,,,
Anaiyella Narencelona,,Tairen,Female,,,,,Willowy,,,,LOC,19,TOM,13,Darkfriend,High Lady of Tear,,Alive ,,,,,
Cowinde,,Aiel,Female,,,,"Blue, deep",,,,,TFOH,5,LOC,33,Melaine,,,Alive ,,,,Unknown clan,Unknown sept
Anarina Todande,,Altaran,Female,,,,,,,LOC,48,,,,,,Queen of Altara ,Queen,Dead,,,,,
Coura,,,Female,,,,,,Ogier,LOC,54,,,,,,,,Dead,,,,,
Covarla Baldene,919 NE,Unknown nationality,Female,,,Pale,,,,,,ACOS,32,TGS,13,White Tower,,Aes Sedai,Alive ,,,Red Ajah,,
Cumere Powys,,Far Madding,Female,,,,,,,,,WH,24,WH,34,,,Counsel,Alive ,,,,,
Cosain,,Aiel,Female,,,Yellow,,Lean,,,,LOC,32,ACOS,3, ,,,Alive ,,Wise One,,Miagoma,Spine Ridge
Corvila,,Altaran,Female,,,,,Lean,,,,KOD,28,KOD,28,Faile Bashere,,,Alive ,,Weaver,,,
Covril,,,Female,Elder Haman,,,,,Ogier,TGH,33,LOC,20,AMOL,7,,,,Alive ,,,,,
Corin Ayellin,,Andoran,Female,,,Gray,,Slim,,,,TEOTW,Ravens,TEOTW,Ravens,Two Rivers,,,Alive ,,,,,
Corianin Nedeal,,Unknown nationality,Female,,,,,,,TDR,21,,,,,,,Aes Sedai,Dead,526 NE,,Unknown Ajah,,
Coride,982 NE,Unknown nationality,Female,,,Pale,,,,,,KOD,24,KOD,24,White Tower,,Novice,Alive ,,,,,
Corelna,,Aiel,Female,,,"Flaxen, graying",Green,,,,,LOC,25,LOC,25, ,,,Alive ,,Wise One,,Unknown clan,Unknown sept
Corgaide Marendevin,,Cairhienin,Female,,,Gray,,,,,,TPOD,12,COT,Prologue,Cairhien,,,Alive ,,Holder of the Keys,,,
Corele Hovian,,Murandian,Female,,,"Wild, Black",Blue,Slim,,,,ACOS,19,TOM,13,Unaligned sisters,,Aes Sedai,Alive ,,,Yellow Ajah,,
Corehuin,,Aiel,Female,,,,,,,ACOS,18,,,,,,,,Alive ,,,,Daryne,Unknown sept
Corana,,Aiel,Female,,,Graying,,,,,,ACOS,7,TGS,15, ,,,Alive ,,,,Unknown clan,Unknown sept
Collaris,,Taraboner,Female,,,,,,,KOD,2,,,,,,,,Dead,,Advocate,,,
Coline,,Andoran,Female,,Plump,,,,,,,TEOTW,35,TDR,45,,,,Alive ,,Cook,,,
Colline,,Aiel,Female,,,,,,,,,TSR,25,TSR,25,,,,Dead,,,,Da'shain Aiel,
Comarra Zepava,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,276 NE,,Blue Ajah,,
Colavaere Saighan,,Cairhienin,Female,,,Tower of curls,,,,TFOH,45,TFOH,46,,,House Saighan,Lady,High Seat,Dead,1000 NE,,,,
Colinda,,Aiel,Female,,,,,,,TSR,28,LOC,25,TPOD,Prologue, ,,,Alive ,,Wise One,,Shaarad,Unknown sept
Coiren Saeldain,861 NE,Unknown nationality,Female,,,,,Plump,,,,LOC,Prologue,TPOD,Prologue,White Tower,,Aes Sedai,Alive ,,,Gray Ajah,,
Amys,,Aiel,Female,Tall,,Silvery-White,Blue,Slim,,TDR,39,TSR,11,AMOL,42,,,,Alive ,,Wise One,,Taardad,Nine Valleys
Coladara,,Tairen,Female,,,,,,,,,NS,4,AMOL,9,Unaligned sisters,,Aes Sedai,Alive ,,,Green Ajah,,
Anaiya Carel,Unknown,Unknown nationality,Female,,,Dark,,,,,,NS,9,COT,19,Rebel Aes Sedai,,Aes Sedai,Dead,1000 NE,,Blue Ajah,,
Amylia,,Unknown nationality,Female,,,Pale,"Blue, startling",,,COT,14,KOD,22,KOD,22,Unaligned sisters,,Aes Sedai,Alive ,,,Brown Ajah,,
Amellia Arene,,Amadician,Female,,,Graying,,,,,,TFOH,18,TFOH,18,Darkfriend,,,Alive ,,Merchant,,,
Amira Moselle,823 NE,Taraboner,Female,,,"Braided, Long",,Stocky,,,,NS,14,NS,14,Elaida a'Roihan's White Tower,,Aes Sedai,Dead,1000 NE,,Red Ajah,,
Amira Paendrag,FY 942,Shandalle,Female,,,,,,,RPG,,,,,,,Princess ,,Dead,FY 961,,,,
Amaresu,,Unknown nationality,Female,,,,,,,,,TGH,47,TGH,47,Horn of Valere,,Hero of the Horn,Bound to the Wheel,,,,,
Amathera Aelfdene Casmir Lounault,,Taraboner,Female,,,"Long, dark, braided","Large, dark",,,TSR,38,TSR,52,TOM,17,Band of the Red Hand,Panarch of Tarabon ,Panarch,Alive ,,,,,
Amico Nagoyin,967 NE,Arafellin,Female,,,,"Large, Dark",Slender,,TDR,25,TDR,51,TSR,12,Black Ajah,,Aes Sedai,Dead,999 NE,,Yellow Ajah,,
Amaryn,,Aiel,Female,,,,,,,LOC,33,,,,,,,,Alive ,,,,Unknown clan,Unknown sept
Amar,,,Female,,,,,,Ogier,LOC,54,,,,,,,,Dead,,,,,
Amalisa Jagad,,Shienaran,Female,Short,,Dark,,,,TGH,2,TGH,4,TGH,5,,Lady,,Alive ,,,,,
Alysa,,Andoran,Female,,,Dark,,,,,,TOM,1,TOM,1,,,,Alive ,,,,,
Amaline Paendrag Tagora,,Shandalle,Female,,,,,,,TWORJTWOT,,,,,,,High Queen ,Queen,Dead,FY 961,,,,
Alvistere,,Cairhienin,Female,Short,,"Long, dark",,Slim,,,,KOD,24,KOD,24,White Tower,,Novice,Alive ,,,,,
Alwhin,,Seanchan,Female,,,,Blue,,,,,TGH,40,TPOD,24,,,,Dead,1000 NE,,,,
Alviarin Freidhen,,Amadician,Female,Tall,,,,Slim,,,,TGH,12,AMOL,42,Black Ajah,,Aes Sedai,Alive ,,Dreadlord,White Ajah,,
Aludra,,Taraboner,Female,,Slender,"Dark, Waist-length",,,,,,TGH,27,AMOL,Epilogue,Matrim Cauthon,,,Alive ,,Illuminator,,,
Alwin Rael,,Unknown nationality,Female,,,,,,,LOC,25,,,,,,,,Alive ,,Servant,,,
Althyn Conly,,Andoran,Female,,,,,,,COT,17,,,,,White Tower,,Novice,Alive ,,,,,
Alvera Ramosanya,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,White Tower,Amyrlin Seat,Aes Sedai,Dead,578 NE,,Yellow Ajah,,
Alsera,,Aiel,Female,,,,,,,TSR,49,,,,,,,,Alive ,,Wise One,,Nakai,Unknown sept
Alstaing,,Taraboner,Female,,,,,,,,,KOD,11,KOD,11,,,,Alive ,,Merchant,,,
Altalin,,Amadician,Female,,,,,Plump,,,,LOC,9,LOC,9,,Lady,,Alive ,,,,,
Aloisia Nemosni,,Unknown nationality,Female,,,,,,,WH,10,,,,,The Kin,,,Alive ,,Merchant,,,
Alsbet Luhhan,955 NE,Andoran,Female,,,,,,,,,TEOTW,2,TSR,56,Two Rivers,Women's Circle Member,,Alive ,,,,,
Alteima,,Tairen,Female,Tall,Slender,Long (half way to her waist) Black,Large Brown,,,TSR,4,TSR,21,TOM,5,,Lady,High Lady,Alive ,,,,,
Alise Tenjile,,Taraboner,Female,Average,,"Dark, flecks of gray",,,,ACOS,23,TPOD,4,TOM,52,The Kin,,,Alive ,,,,,
Alliandre Maritha Kigarin,,Ghealdanin,Female,Short,,"Dark, long",,,,,,TFOH,39,AMOL,10,Perrin Aybara,Defender of Garen's Wall,Queen,Alive ,,Queen,,,
Alivia,586 NE,Seanchan,Female,Short,,Golden yellow with threads of white,Blue,,,TPOD,23,WH,11,AMOL,42,Dragon Reborn,,,Alive ,,,,,
Alis,,Altaran,Female,,,,,,,,,ACOS,28,,,,,,Alive ,,Servant,,,
Alind Dyfelle,,Unknown nationality,Female,,,,,,,ACOS,19,,,,,White Tower,,Aes Sedai,Dead,,,Gray Ajah,,
Alnora,,Aiel,Female,,,Glossy black,,,,,,TSR,26,TSR,26,,,,Dead,,,,Da'shain Aiel,
Alida Aldragoran,,Saldaean,Female,,,,,,,KOD,20,,,,,,,,Alive ,,,,,
Aliane Senican,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,355 NE,,White Ajah,,
Alfara,,Amadician,Female,,,"gray, curly, long",,Plump,,,,TFOH,13,TFOH,13,,,,Alive ,,Innkeeper,,,
Alesinde,,Andoran,Female,,,,,,,LOC,26,,,,,,Queen,Queen of Andor,Dead,FY 1035,,,,
Coine din Jubai Wild Winds,,,Female,,,"Black, with touches of gray",Brown,,,,,TSR,19,TSR,39,,,Sailmistress,Alive ,,,,,
Alesune Chulin,,Shienaran,Female,,,"Long, black with two thin white streaks",,Slim,,,,TPOD,Prologue,TPOD,Prologue,Easar Togita,,,Alive ,,,,,
Coedelin,,Aiel,Female,,,,,,,TSR,23,,,,,,,Wise One,Alive ,,,,Unknown clan,Unknown sept
Alene al'Vere,969 NE,Andoran,Female,,,Braided,,,,TEOTW,Ravens,,,,,Two Rivers,,,Alive ,,,,,
Clara,,Unknown nationality,Female,,,,,,,,,TGS,40,TGS,40,White Tower,,Novice,Alive ,,,,,
Clarine Anhill,,Unknown nationality,Female,,,,,Plump,,,,TFOH,17,KOD,25,Valan Luca,,,Alive ,,Entertainer,,,
Clare,,Unknown nationality,Female,,,,,,,,,,,,,,,,Alive ,,Gambler,,,
Cinda,,Andoran,Female,,,,,,,,,TEOTW,14,TEOTW,14,,,,Alive ,,Serving girl,,,
Cinchonine,,Andoran,Female,,,,,,,,,,,,,,,,Alive ,,Innkeeper,,,
Cilia Cole,979 NE,Andoran,Female,,,,,Plump,,,,TEOTW,Ravens,TSR,42,Two Rivers,,,Alive ,,,,,
Cian do Mehon a'Macansa,,Murandian,Female,,,Graying,Dark,Stocky,,,,TPOD,17,TPOD,18,,Lady,,Alive ,,,,,
Ciel,,Andoran,Female,,,,,,,,,TEOTW,15,TEOTW,15,,,,Alive ,,Maid,,,
Chulein,,Seanchan,Female,,,,,,,,,TPOD,6,TPOD,6,,,,Alive ,,,,,
Ciar,,Seanchan,Female,,,,,,,,,TGS,Prologue,TGS,Prologue,,,,Alive ,,,,,
Chuonde,,Aiel,Female,,,,,,,ACOS,2,,,,, ,,,Dead,1000 NE,,,Miagoma,Spine Ridge
Chowin Tsao,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,White Tower,,Aes Sedai,Dead,,,Green Ajah,,
Chion,,Aiel,Female,,,Light,Blue,,,,,TSR,50,TSR,50, ,,,Dead,,,,Unknown clan,Unknown sept
Chimal,,Seanchan,Female,,,,,,,KOD,11,,,,,,,,Dead,1000 NE,,,,
Chisaine Nurbaya,,Domani,Female,,,,,,,,,LOC,55,LOC,55,White Tower,,Aes Sedai,Alive ,,,Red Ajah,,
Chiarid,,Aiel,Female,,,Blond,,,,,,LOC,28,LOC,28, ,,,Alive ,,,,Unknown clan,Unknown sept
Chiad,,Aiel,Female,,,"Reddish-blonde, short-cropped",Gray,,,,,TDR,38,AMOL,44, ,,,Alive ,,,,Goshien,Stones River
Chiape,,Sharan,Female,,,,,,,,,LOC,6,LOC,6,,Sh'boan ,,Unknown,,,,,
Chesmal Emry,,Ghealdanin,Female,Tall,,Dark,Dark,,,NS,18,TFOH,18,TOM,23,Black Ajah,,Aes Sedai,Dead,1000 NE,,Yellow Ajah,,
Chesa,,Unknown nationality,Female,Stout,,Dark,,Plump,,,,LOC,36,TGS,43,Egwene al'Vere,,,Alive ,,Maid,,,
Chenda,,Aiel,Female,,,,,,,TSR,23,,,,,,,,Alive ,,Roofmistress,,Tomanelle,Jenda
Chilares Arman,,Murandian,Female,,,,Doe,Willowy,,,,TPOD,1,TPOD,3,The Kin,,Elder,Alive ,,,,,
Chanelle din Seran White Shark,,,Female,,,,"Big, hard",Lean,,,,COT,12,KOD,33,,,Windfinder,Alive ,,,,,
Chaelin,,Aiel,Female,,,Graying,,,,,,LOC,19,LOC,19, ,,,Alive ,,Wise One,,Miagoma,Smoke Water
Chai Rugan,,Unknown nationality,Female,,,,,,,TGS,39,,,,,Black Ajah,,Aes Sedai,Alive ,,,Brown Ajah,,
Cetalia Delarme,,Taraboner,Female,Tall,,Steel-gray,,,,,,NS,12,NS,12,,,Aes Sedai,Dead,,,Blue Ajah,,
Cerindra,,Taraboner,Female,,,,,,,TSR,51,,,,,Tarabon,,,Alive ,,Servant,,,
Cerilla Marodred,,Cairhienin,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,476 NE,,Gray Ajah,,
Charral,,Seanchan,Female,,,Gray,Gray,,,,,WH,14,WH,14,Tuon Athaem Kore Paendrag,,,Alive ,,,,,
Cerandin,,Seanchan,Female,,,Pale,,,,,,TFOH,17,TFOH,47,Valan Luca's Traveling Show,,,Alive ,,,,,
Ceri,,Unknown nationality,Female,,,,,,,LOC,25,,,,,,,,Alive ,,Servant,,,
Celestin Eguilera,960 NE,Tairen,Female,,,Black,Gray,,,WH,Prologue,,,,,White Tower,,Aes Sedai,Alive ,,,Yellow Ajah,,
Cemaile Sorenthaine,,Unknown nationality,Female,,,,,,,ACOS,Prologue,,,,,White Tower,Amyrlin Seat,Aes Sedai,Dead,705 NE,,Gray Ajah,,
Cemeille din Selaan Long Eyes,,,Female,Tall,,,,Lean,,,,KOD,22,KOD,22,,,Sailmistress,Alive ,,,,,
Cedora,,Altaran,Female,,,,,,,,,ACOS,23,ACOS,31,,,,Alive ,,Maid,,,
Cavandra,,Unknown nationality,Female,,,,,,,LOC,48,,,,,White Tower,,Aes Sedai,Alive ,,,Unknown Ajah,,
Catrona,,Seanchan,Female,,,,,,,,,WH,14,AMOL,32,,,,Alive ,,,,,
Aleis Barsalla,,Far Madding,Female,Tall,,Long dark winged with white,,,,,,WH,24,WH,34,,,First Counsel,Alive ,,,,,
Aleis Romlin,,Far Madding,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,922 NE,,Green Ajah,,
Aledrin Malenry,,Taraboner,Female,,,Dark Golden,Brown,,,,,NS,3,AMOL,21,White Tower,,Aes Sedai,Alive ,,Sitter,White Ajah,,
Alar,,,Female,,,,,,Ogier,,,TGH,36,LOC,20,,Eldest ,Elder,Alive ,,,,,
Alarys,,Aiel,Female,,,Dark,,,,,,ACOS,Prologue,COT,9,Sevanna,,,Alive ,,Wise One,,Shaido,Unknown sept
Alaine Chuliandred,,Cairhienin,Female,Short,,,,,,,,TGH,32,TOM,50,,Lady,,Alive ,,,,,
Alainia,,Amadician,Female,,,,,Plump,,,,KOD,28,KOD,28,Faile Bashere,,,Alive ,,Silversmith,,,
Ala,,,Female,,,,,,Ogier,TSR,43,,,,,,,,Dead,,,,,
Alanna Mosvani,951 NE,Arafellin,Female,,,"Black, long",Dark dark,Slim,,,,NS,3,AMOL,46,Rebel Aes Sedai,,Aes Sedai,Dead,1000 NE,,Green Ajah,,
Alamindra Cutren,,Arad Doman,Female,,,,,,,TGS,31,,,,,Council of Merchants,,,Alive ,,Merchant,,,
Aisha Raveneos,,Illianer,Female,,,,"Brown, Soft",Stout,,NS,7,NS,8,NS,8,White Tower,,Aes Sedai,Dead,979 NE,,Gray Ajah,,
Akoure Vayet,,Amadician,Female,,,Dark,Brown,Stout,,,,WH,Prologue,WH,Prologue,White Tower,,Aes Sedai,Alive ,,,Gray Ajah,,
Ailhuin Guenna,,Tairen,Female,,,Gray,Dark,"Large, muscular",,,,TDR,48,TDR,52,,,,Alive ,,Wise Woman,,,
Akarrin Comeris,801 NE,Unknown nationality,Female,,,,Quick,Slim,,,,NS,3,COT,19,Rebel Aes Sedai,,Aes Sedai,Alive ,,,Brown Ajah,,
Ailene Tolvina,,Kandori,Female,,,,,Lean,,,,NS,23,NS,23,,,,Alive ,,Innkeeper,,,
Aisling Noon,954 NE,,Female,Tall,,,,,,,,NS,3,KOD,20,White Tower,,Aes Sedai,Alive ,,,Green Ajah,,
Aiko,,Kandori,Female,,,Gray,,Plump,,,,NS,24,NS,24,,,,Alive ,,Maid,,,
Ailil Riatin,,Cairhienin,Female,Average,,,,"Slim, quite pretty",,,,TPOD,21,TOM,50,Elayne Trakand,Lady,,Alive ,,,,,
Afara,,Unknown nationality,Female,,,,,,,LOC,15,,,,,White Tower,,Aes Sedai,Unknown,,,Green Ajah,,
Aemlyn Carand,,Andoran,Female,,,Graying,,Plump,,TFOH,19,TPOD,17,KOD,35,House Trakand,Lady,High Seat,Alive ,,,,,
Aelmara,,Unknown nationality,Female,,,,,,,,,KOD,23,KOD,23,Romanda Cassin,,,Alive ,,Servant,,,
Aiden din Shimura,,,Female,,,Black,Dark,Round,,,,COT,21,COT,21,White Tower,,Aes Sedai,Alive ,,Librarian,Brown Ajah,,
Adrielle,,Unknown nationality,Female,Tall,,,,,,,,KOD,27,KOD,27,Turning,,Aes Sedai,Alive ,,,Gray Ajah,,
Aeldene Stonebridge,,Andoran,Female,,,,,,,TFOH,11,ACOS,11,ACOS,11,Rebel Aes Sedai,,Aes Sedai,Alive ,,,Blue Ajah,,
Aeldrine Marinye,,Taraboner,Female,,,,,,,KOD,2,,,,,,,,Dead,,Merchant,,,
Agirin,,Aiel,Female,,,,,,,ACOS,2,,,,, ,,,Dead,999 NE,,,Daryne,Shelan
Aeldra Najaf,,Domani,Female,,,"Short, White",,Lean,,,,NS,7,NS,12,White Tower,Keeper of the Chronicles,Aes Sedai,Alive ,,,Blue Ajah,,
Aeron,,Aiel,Female,,,Graying,,,,,,TFOH,23,TPOD,Prologue, ,,,Alive ,,Wise One,,Nakai,Black Water
Adrinne Bunt,,Unknown nationality,Female,,,,,,,TOM,1,,,,,,,,Dead,,,,,
Aedelle Baryn,,Andoran,Female,,,,,,,,,COT,15,COT,15,,,,Alive ,,Lady,,,
Adria,,Unknown nationality,Female,,,,,Slim,,,,WH,15,COT,2,Valan Luca,,,Alive ,,Entertainer,,,
Adine Lewin,,Andoran,Female,,,,,Plump,,,,TSR,32,TSR,32,Two Rivers,,,Alive ,,,,,
Adine Canford,905 NE,Andoran,Female,,,"Short, Black",Blue,Plump,,,,NS,14,NS,14,White Tower,,Aes Sedai,Alive ,,,Blue Ajah,,
Adelorna Bastine,796 NE,Saldaean,Female,Short,,Dark,Blue,Slim,,NS,8,KOD,Prologue,AMOL,11,White Tower,Captain-General (Green Ajah),Aes Sedai,Alive ,,,Green Ajah,,
Adelin,,Aiel,Female,,,Yellow,,,,,,TSR,37,TFOH,44, ,,,Alive ,,,,Taardad,Jindo
Catrelle Mosenain,,Cairhienin,Female,,,,,,,,,,,,,,,,Dead,,Maid,,,
Adora Aybara,983 NE,Andoran,Female,,,,,,,,,TEOTW,Ravens,TEOTW,Ravens,Two Rivers,,,Dead,999 NE,,,,
Adeleas Namelle,735 NE,Mayener,Female,,,White,,Slender,,,,TGH,22,TPOD,28,Rebel Aes Sedai,,Aes Sedai,Dead,1000 NE,,Brown Ajah,,
Catlynde Artein,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,,Aes Sedai,Dead,,,,,
Cathal Devore,942 NE,Ghealdanin,Female,"5'9"" or 5'10""",,Dark Brown,Hazel,Lanky and Bony,,The Wheel of Time Companion,,,,,,White Tower,,Aes Sedai,Alive ,,,Brown Ajah,,
Catrine,,Cairhienin,Female,,,,,,,,,TGH,21,TGH,21,,,,Alive ,,Maid,,,
Catalyn Haevin,,Andoran,Female,,,,Dark,Plump,,,,COT,13,TOM,23,House Trakand,Lady,High Seat,Alive ,,,,,
