name,birth,nationality,gender,height,weight,hair_color,eye_color,build,race,first_mentioned_book,first_mentioned_chapter,first_appeared_book,first_appeared_chapter,last_appeared_book,last_appeared_chapter,affiliation,title,rank,status,death,occupation,ajah,clan,sept
Lannis,,Unknown nationality,Female,,,,,,,TOM,15,,,,,White Tower,,Aes Sedai,Dead,,,Blue Ajah,,
Larelle Tarsi,732 NE,Domani,Female,,,Dark with white wings,,,,NS,3,NS,17,NS,18,White Tower,,Aes Sedai,Deceased,979 NE,,Gray Ajah,,
Lamelle,,Aiel,Female,,,Dark red,,,,,,TFOH,46,TFOH,54,,,,Dead,999 NE,,,Miagoma,Smoke Water
Lanita,977 NE,Unknown nationality,Female,,,,,,,,,LOC,14,LOC,14,White Tower,,,Alive,,,,,
Laiwynde,FY 964,Shandalle,Female,,,,,,,,,,,,,,Princess,,Dead,FY 994,,,,
Lanelle,,Seanchan,Female,,,,,,,,,TGS,19,TGS,19,,,,Alive,,,,,
Lanfear,Age of Legends,,Female,Tall,,Black,Black,,,TEOTW,42,TGH,16,TFOH,52,,,Chosen,Dead,999 NE,,,,
Lairain,,Unknown nationality,Female,Short,,,,Toad-like,,,,TGS,46,TGS,46,White Tower,,Aes Sedai,Alive,,,Brown Ajah,,
Laila Lewin,,Andoran,Female,,,,,Wide,,,,TSR,32,TSR,32,Two Rivers,,,Alive,,,,,
Laigin Arnault,,Tarabon,Female,,,,,,,TPOD,13,,,,,White Tower,,Aes Sedai,Dead,999 NE,,Red Ajah,,
Lady Hamarashle,,Cairhienin,Female,,,,,,,,,TOM,50,TOM,50,Cairhien,Lady,,Alive,,,,,
Lady Finndal,,Andoran,Female,,,,,,,TGS,10,,,,,,,,Alive,,Lady,,,
Lady Ells of Saldaea,,Saldaean,Female,,,,,,,,,AMOL,18,AMOL,18,The Light,Lady,Lady,Alive,,,,,
Ladalin,,Aiel,Female,,,,,,,TOM,49,,,,,,,,Unknown,,Wise One,,Taardad,Unknown sept
Lacine,,,Female,,,,,Slender,,,,KOD,22,KOD,22,,,First Twelve,Alive,,,,,
Lothair Mantelar,,Unknown nationality,Male,,,,,,,TSR,17,,,,,Children of the Light,,,Dead,,,,,
Lorstrum Aesnan,,Cairhienin,Male,Tall,,,,"Thin, lanky",,,,TOM,50,TOM,52,Cairhien,Lord,,Alive,,,,,
Luan Norwelyn,,Andoran,Male,,,Graying,,,,TFOH,19,LOC,16,KOD,35,House Trakand,Lord,High Seat,Alive,,,,,
Lopin,,Tairen,Male,,,Balding,,Stout,,,,LOC,44,TOM,9,Band of the Red Hand,,,Dead,1000 NE,Servant,,,
Lomas,,Kandori,Male,,,,,,,,,TPOD,Prologue,TPOD,Prologue,Kandor,,,Alive,,,,,
Londraed,,Unknown nationality,Male,,,,,,,,,KOD,27,AMOL,Prologue,Band of the Red Hand,,,Alive,,Soldier,,,
Loial,908 NE,,Male,Tall,,"Black, shaggy",Pale,,Ogier,,,TEOTW,36,AMOL,Epilogue,,,,Alive,,Treesinger,,,
Logain Ablar,971 NE,Ghealdanin,Male,Tall,,"Dark, curling, shoulder length",,,,TEOTW,3,TEOTW,39,AMOL,48,Dragon Reborn,Sealbreaker,Asha'man,Alive,,Asha'man,,,
Llyw,,Murandian,Male,Tall,,,,"Wide, Very large",,,,COT,30,KOD,23,White Tower,,,Alive,,Warder,,,
Lir Baryn,,Andoran,Male,,,,,Slender,,,,TFOH,19,AMOL,2,House Trakand,Lord,High Seat,Alive,,,,,
Lincoln Loud,925 NE,Malkieri,Male,,,White,,Stooped,,TEOTW,Ravens,ACOS,14,AMOL,45,Horn of Valere,,Hero of the Horn,Bound to the Wheel,1000 NE,,,,
Lidrin,,Domani,Male,,,,hard,,,,,TGS,Prologue,TOM,21,Dragon Reborn,Lord,,Dead,1000 NE,Soldier,,,
Lews Therin Telamon,,,Male,,,Brown and White,,,,,,TEOTW,Prologue,TEOTW,Prologue,,First Among Servants,Aes Sedai (Age of Legends),Dead,,General,,,
Lewin,,Aiel,Male,,,,,,,,,TSR,25,TSR,26,,,,Dead,,,,Da'shain Aiel,
Leuese Mulan,,Tairen,Male,,,,,,,TDR,48,,,,,,,,Alive,,Merchant,,,
Lerman,,Unknown nationality,Male,,,,,,,ACOS,Prologue,,,,,,,,Alive,,Builder,,,
Lenn,,,Male,,,,,,,TEOTW,4,,,,,,,,Fictional character,,,,,
Leonin,,Arafellin,Male,,,"Black, braided with bells",,,,,,COT,Prologue,COT,Prologue,White Tower,,,Alive,,Warder,,,
Lem Thane,,Andoran,Male,,,,,,,,,TEOTW,Ravens,TEOTW,Ravens,Two Rivers,,,Alive,,,,,
Lem al'Dai,,Andoran,Male,,,,,,,,,WH,6,WH,6,Two Rivers,,,Alive,,,,,
Leof Torfinn,,Andoran,Male,,,,Deep-set,,,,,TSR,44,KOD,26,Two Rivers,,,Alive,,,,,
Leiran,,Aiel,Male,,,,,,,,,LOC,4,LOC,4,,,,Alive,,,,Chareen,Cosaida
Lehynen,,Domani,Male,,,,,,,,,TOM,21,TOM,21,Dragon Reborn,,,Dead,1000 NE,Soldier,,,
Leems,,Unknown nationality,Male,,,,,,,,,AMOL,3,AMOL,4,The Shadow,,Asha'man,Alive,,Dreadlord,,,
Ledron,,Murandian,Male,,,,,,,,,TGS,28,TGS,28,,,,Dead,,Unknown occupation,,,
Latian Basar,,Cairhienin,Male,,,,,,,,,COT,25,COT,26,Cha Faile,,,Alive,,,,,
Lawtin,,Unknown nationality,Male,,,,,,,ACOS,37,,,,,Band of the Red Hand,,Redarm,Dead,1000 NE,Soldier,,,
Laud,,,Male,,,,,,Ogier,TGH,35,,,,,,,,Alive,,,,,
Lawdrin Mendair,,Unknown nationality,Male,,,,,,,LOC,47,ACOS,37,ACOS,38,Band of the Red Hand,,Redarm,Dead,1000 NE,Soldier,,,
Lathin,,Unknown nationality,Male,,,,,,,,,TEOTW,30,,,Children of the Light,,,Dead,998 NE,Soldier,,,
Landalin,,Kandori,Male,,,,,,,,,TOM,Prologue,TOM,Prologue,Kandor,,Lieutenant,Dead,1000 NE,Soldier,,,
Laman Damodred,,Cairhienin,Male,,,,,,,NS,2,,,,,,King of Cairhien,King,Dead,978 NE,,,,
Lain Mandragoran,,Malkier,Male,,,,,,,TEOTW,47,,,,,,Lord,,Dead,,,,,
Lamgwin Dorn,,Andoran,Male,,,,,Hulking,,,,TEOTW,39,TOM,44,Morgase Trakand,,,Alive,,,,,
Ledar,,,Male,,,,,,Ogier,LOC,54,,,,,,,,Dead,,Author,,,
Laerid Traehand,,Andoran,Male,,,,,Stocky,,,,KOD,17,KOD,32,House Trakand,Lord,,Alive,,,,,
Laerad,,Aiel,Male,,,,,Grizzled,,,,ACOS,40,ACOS,40,Sevanna,,,Dead,1000 NE,,,Shaido,Moshaine
Laefar,,,Male,,,,,,Ogier,,,TSR,16,TSR,16,,,,Alive,,,,,
Ladwin,,Unknown nationality,Male,Short,,,,Stocky,,LOC,38,LOC,40,AMOL,Prologue,Band of the Red Hand,,Scout,Alive,,Soldier,,,
Manda Wan,,Unknown nationality,Female,,,,,,,,,AMOL,37,AMOL,37,White Tower,,Aes Sedai,Alive,,,Green Ajah,,
Malindhe,,Aiel,Female,,,,,,,,,LOC,32,LOC,32,,,,Alive,,Wise One,,Unknown clan,Unknown sept
Malind Nachenin,941 NE,Kandori,Female,,,,"Dark, Fierce",Plump,,,,LOC,35,KOD,23,White Tower,,Aes Sedai,Alive,,,Green Ajah,,
Malindare,,Aiel,Female,,,Dark,,,,,,ACOS,33,ACOS,33,,,,Alive,,,,Unknown clan,Unknown sept
Malian,,Seanchan,Female,,,,,,,,,TGS,Prologue,TGS,Prologue,,,,Alive,,,,,
Malidra,,Aiel,Female,Tall,,,,,,TOM,48,,,,,,,,Unknown,,Unknown occupation,,Unknown clan,Unknown sept
Malena Aylar,,Andoran,Female,Tall,,,,Scrawny,,,,TGH,23,TGH,23,Two Rivers,,,Unknown,,Wisdom,,,
Malai,,Seanchan,Female,,,,,,,TGS,35,,,,,,,,Alive,,,,,
Malahavana,,Seanchan,Female,,,,,,,TGS,36,,,,,,,,Alive,,,,,
Mairin Gome,,Unknown nationality,Female,,,,,,,TFOH,36,,,,,,,,Alive,,Entertainer,,,
Malin din Toral Breaking Wave,,,Female,,,Gray streaked,,,,,,ACOS,13,ACOS,13,,Sailmistress,Wavemistress,Alive,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Maira,,Aiel,Female,,,Red,,,,,,TFOH,23,LOC,3,,,,Alive,,,,Tomanelle,Serai
Mair,,Arafellin,Female,,,,Blue,Plump,,,,KOD,24,TGS,41,White Tower,,Accepted,Alive,,,,,
Mailaine Harvole,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,White Tower,,Aes Sedai,Dead,,,Unknown Ajah,,
Maigran,,Aiel,Female,,,,,,,,,TSR,25,TSR,26,,,,Dead,,,,Da'shain Aiel,
Maighdin Trakand,,Andoran,Female,,,,,,,TFOH,19,,,,,Andor,Lady,High Seat,Dead,972 NE,,,,
Maigan Nem,,Andoran,Female,,,,,,,,,TFOH,1,TFOH,1,,,,Alive,,,,,
Maigan,,Unknown nationality,Female,Average,,,Large,Elongated,,TGH,4,COT,30,COT,30,White Tower,,Aes Sedai,Alive,,,Blue Ajah,,
Mahira Svetanya,,Arafellin,Female,,,,,,,RPG,,,,,,,Queen of Arafel,Queen,Dead,,,,,
Magla Daronos,839 NE,Illianer,Female,,,,,Heavy,,,,LOC,30,TGS,26,White Tower,,Aes Sedai,Alive,,Sitter,Yellow Ajah,,
Magde Aybara,,Andoran,Female,,,,,Stout,,TSR,29,,,,,Two Rivers,,,Dead,999 NE,,,,
Maerin,,Unknown nationality,Female,,,,,,,AMOL,18,,,,,White Tower,,Aes Sedai,Alive,,,Green Ajah,,
Maenadrin,,Saldaean,Female,,,,Dark,,,,,TGS,6,TGS,6,White Tower,,Aes Sedai,Alive,,,Brown Ajah,,
Mada,,Tar Valon,Female,,,,Big Brown,,,,,TDR,31,TDR,31,,,,Alive,,Maid,,,
Macu,,Seanchan,Female,,,,,,,TPOD,6,,,,,,,,Dead,1000 NE,,,,
Lacel,,,Male,,,,,,Ogier,TGH,35,,,,,,,,Alive,,,,,
Lacile Aldorwin,,Cairhienin,Female,Short,,,,Slim,,,,TPOD,8,TOM,30,Cha Faile,,,Alive,,,,,
Noy Torvald,,Amadician,Male,,,,,,,TFOH,10,,,,,,,,Alive,,,,,
Maglin Madwen,,Murandy,Female,,,Graying,,Lean,,,,TGH,21,TGH,21,,,,Alive,,Innkeeper,,,
Noreladim,,Domani,Male,,,,,Stumpy,,,,TGS,31,TGS,31,,,,Alive,,,,,
Norowhin,,Unknown nationality,Male,,,,,Lanky,,,,LOC,29,LOC,29,Children of the Light,,,Alive,,Soldier,,,
Mabriam en Shereed,,Aramaellen,Female,,,,,,,TFOH,3,,,,,,Queen,Aes Sedai,Dead,,,Gray Ajah,,
Noam,,Ghealdan,Male,,,,Burnished golden,,,,,TDR,8,TOM,Epilogue,,,,Alive,,,,,
Nils,,Domani,Male,,,,,,,,,TOM,18,TOM,18,Dragon Reborn,,Lieutenant,Alive,,Soldier,,,
Nikiol Dianatkhah,,Saldaean,Male,,,,,,,TOM,16,,,,,,,,Dead,,King,,,
Nicoli Merseneos den Ballin,,Illianer,Male,,,,,,,TDR,42,,,,,,King of Illian,King,Dead,,,,,
Nidao,,Shienaran,Male,,,,,,,,,TGH,3,,,Darkfriend,,,Dead,998 NE,Guard,,,
Nico,,Ghealdanin,Male,,,,,,,,,TDR,8,TDR,8,,,,Alive,,Stableman,,,
Niach Okatomo,,Kandori,Male,,,,,,,TOM,Prologue,,,,,Kandor,Lord,,Dead,,Soldier,,,
Nevin,,Altaran,Male,,,,,,,,,ACOS,16,,,,,,Dead,,Unknown occupation,,,
Nerion Torelvin,,Cairhienin,Male,,,,,,,COT,5,,,,,Cha Faile,,,Alive,,,,,
Niagen,,Aiel,Male,,,,,,,TGS,21,TOM,43,TOM,43,Shaido,,,Alive,,,,Unknown clan,Unknown sept
Nengar,,Shienaran,Male,"5'11""",,Shaven bald,,,,TFOH,38,COT,7,COT,7,Masema Dagar,,,Dead,1000 NE,,,,
Nerim,,Cairhienin,Male,Short,,Gray,,Skinny,,,,LOC,22,KOD,26,Band of the Red Hand,,,Alive,,Servant,,,
Nethan,,Unknown nationality,Male,Tall,,White wings at temples,,Lean,,,,WH,23,TGS,7,White Tower,,,Alive,,Warder,,,
Ned Yarman,,Unknown nationality,Male,Tall,,"Yellow, shoulder length",Blue,,,,,WH,7,,,Rebel Aes Sedai,,,Dead,1000 NE,Warder,,,
Nazran,,Domani,Male,,,,Black,Square,,,,TPOD,12,TPOD,12,,,,Alive,,,,,
Nazar Kurenin,,Malkieri,Male,,,Short,,,,,,NS,15,TOM,23,Lan Mandragoran,,,Dead,1000 NE,,,,
Natley Lewin,,Andoran,Male,,,,,Wide,,,,TSR,32,TSR,32,Two Rivers,,,Alive,,,,,
Nat Torfinn,,Andoran,Male,,,"White, thin",,,,COT,8,,,,,Two Rivers,,,Alive,,,,,
Nathin Sarmain Vendare,,Altaran,Male,,,,,,,KOD,11,,,,,,Lord,,Alive,,,,,
Nashif,,Unknown nationality,Male,,,,,,,TSR,34,,,,,,,General,,,,,,
Nangu,,Shienaran,Male,,,Shaven bald,,,,TFOH,38,,,,,Masema Dagar,,,Dead,1000 NE,,,,
Narasim Bhuran,,Unknown nationality,Male,,,,,,,LOC,26,,,,,,,General,Dead,,,,,
Nasin Caeren,,Andoran,Male,,,"Thin, white",,Gaunt,,,,TFOH,19,KOD,17,House Marne,Lord,High Seat,Dead,1000 NE,,,,
Naorman Mashinta,,Tar Valon,Male,,,,,,,,,TGS,36,TGS,36,,,,Alive,,Cobbler,,,
Nalesean Aldiaya,,Tairen,Male,,,,,Blocky,,TFOH,44,,,ACOS,38,Band of the Red Hand,Lord,Banner-General,Dead,1000 NE,Soldier,,,
Nadoc,,Seanchan,Male,,,,,Big,,,,TPOD,23,TPOD,23,,,,Alive,,,,,
Nadric,,Aiel,Male,Very tall,,,,Thick,,,,COT,9,COT,9,Sevanna,,,Alive,,,,Shaido,Unknown sept
Naeff,,Andoran,Male,Tall,,,,Lean,,,,TGS,1,AMOL,37,Dragon Reborn,,Asha'man,Alive,,,,,
Musenge,,Seanchan,Male,,,,,Stocky,,,,WH,14,AMOL,17,,,Captain,Alive,,Deathwatch Guard,,,
Musar,,Saldaean,Male,Short,,,Tilted dark,,,LOC,2,LOC,2,LOC,2,,Noble,Soldier,Alive,,,,,
Murellin,,,Male,,,,,Hulking,,,,TPOD,28,COT,15,Darkfriend,,,Alive,,,,,
Murel,,Seanchan,Male,,,,Tilted,Lean,,,,KOD,7,KOD,7,,,,Alive,,Soldier,,,
Moshea,,,Male,,,,,,,TSR,41,,,,,,,,Alive,,,,,
Mosk,,,Male,,,,,,,TEOTW,4,,,,,,Mosk the Giant,,Fictional character,,,,,
Muadh,,Unknown nationality,Male,,,,,,,,,TGH,29,TGH,29,Children of the Light,,,Dead,999 NE,Soldier,,,
Morly Hardlin,,Unknown nationality,Male,,,,,,,,,TPOD,26,TPOD,26,Logain Ablar,,Asha'man,Alive,,Asha'man,,,
Muradin,,Aiel,Male,,,,,,,TSR,23,TSR,25,,,,,,Dead,999 NE,,,Shaido,Unknown sept
Moridin,,,Male,"Very tall/ 6 feet 5,  as tall as Rand",,Black,"Blue, black flecked",Broad-shouldered,,,,ACOS,20,AMOL,Prologue,,,,Dead,,,,,
Morel,,,Male,,,,,,Ogier,LOC,20,,,,,,,,Dead,,,,,
Moressin Damodred,,Cairhienin,Male,,,,,,,NS,5,,,,,,Lord,,Dead,978 NE,,,,
Morear,,Andoran,Male,,,,,,,,,AMOL,Prologue,AMOL,Prologue,,,,,,Soldier,,,
Mordeth,,,Male,,,,,,,,,TEOTW,19,AMOL,47,,,,Dead,,,,,
Mord,,Domani,Male,,,,,,,TGS,32,,,,,,,,Alive,,Questioner,,,
Moor,,Unknown nationality,Male,,,,,,,TOM,1,,,,,,,,Alive,,Farmer,,,
Montem al'San,,Andoran,Male,,,,,,,,,TOM,10,TOM,10,Perrin Aybara,,,Alive,,Soldier,,,
Modair Paendrag,FY 942,Shandalle,Male,,,,,,,RPG,,,,,,,Prince,,Dead,FY 959,Soldier,,,
Mikhel Najirah,,Seanchan,Male,,,Graying,,Lanky,,,,KOD,Prologue,KOD,Prologue,,,Banner-General,Alive,,,,,
Mishael,,,Male,,,,,,,WH,23,,,,,,,,Alive,,,,,
Moad din Nopara Red Hawk,,,Male,,,Gray,Hard,,,,,ACOS,34,WH,35,,,Swordmaster,Alive,,,,,
Milam Harnder,,Andoran,Male,,,Bald,,,,LOC,46,,,,,Demira Eriff,,,Alive,,Librarian,,,
Mikel,,Unknown nationality,Male,,,,,,,,,TGH,47,,,Horn of Valere,,Hero of the Horn,Bound to the Wheel,,,,,
Mintel,,Sharan,Male,,,,,,,,,,,AMOL,37,Bao the Wyld,,Abrishi,Dead,,,,,
Mezar Kurin,,Domani,Male,Short,,Graying,,,,,,WH,Prologue,AMOL,8,The Shadow,,Asha'man,Alive,,Dreadlord,,,
Metwyn,,Cairhienin,Male,,,,,Slender,,,,ACOS,38,KOD,26,Band of the Red Hand,,Redarm,Alive,,Soldier,,,
Metalan,,Aiel,Male,Tall,,,,,,TOM,48,,,,,,,,Unknown,,Unknown occupation,,Unknown clan,Unknown sept
Mervin Poel,,Unknown nationality,Male,,,Bald,,,,,,LOC,18,WH,Prologue,School of Cairhien,,,Alive,,Inventor,,,
Merk,,,Male,,,,,,,TSR,20,,,,,,Merk the Giant,,Fictional character,,,,,
Merk (farmer),,Borderlander,Male,,,,,,,,,TGS,Prologue,TGS,Prologue,,,,Alive,,Farmer,,,
Meresin Daganred,,Cairhienin,Male,,,Shaved,,Slender,,,,TFOH,30,LOC,5,Band of the Red Hand,Lord,Lieutenant,Alive,,Soldier,,,
Meneril,,Cairhienin,Male,,,,,,,,,LOC,4,LOC,4,The Dragon Reborn,Lord,,Alive,,,,,
Melarned,,Domani,Male,,,,,Squat,,,,TGS,10,TGS,10,Dragon Reborn,,,Alive,,Soldier,,,
Melten,,Borderlander,Male,,,,,Lean,,,,AMOL,Prologue,AMOL,Prologue,Band of the Red Hand,,,Alive,,Soldier,,,
Mendan,,Aiel,Male,,,,Blue,Broad,,,,TPOD,Prologue,TPOD,Prologue,,,,Alive,,,,Unknown clan,Unknown sept
Merekel,,Shienaran,Male,,,,,,,,,TOM,23,TOM,23,Lan Mandragoran,,,Alive,,Soldier,,,
Mehtan,,Seanchan,Male,,,,,,,,,KOD,12,KOD,12,,,,Dead,,Clerk,,,
Meciar,,Aiel,Male,,,,,Bulky,,,,TFOH,54,TFOH,54,,,,Alive,,,,Unknown clan,Unknown sept
Mazrim Taim,967 NE,Saldaean,Male,Tall,,Black,,,,TEOTW,13,LOC,2,AMOL,37,,M'Hael,Chosen,Dead,1000 NE,Asha'man,,,
Mazone,,Unknown nationality,Male,,,,,,,,,TOM,22,TOM,42,White Tower,,,Dead,1000 NE,Soldier,,,
Mavabwin,,Cairhienin,Male,,,,,,,,,TOM,50,TOM,50,Elayne Trakand,Lord,,Alive,,,,,
Mattin Stepaneos den Balgar,,Illianer,Male,,,Balding,,Muscular,,TFOH,41,KOD,2,TOM,27,,King of Illian,King,Alive,,,,,
Matraine Colmcille,,Cairhienin,Male,,,,,,,RPG,,,,,,,King of Cairhien,King,Dead,,,,,
Matrim Cauthon,978 NE,Andoran,Male,"1 span, 1 foot, 2 inches",18 stone,Brown,Brown,,,,,TEOTW,Ravens,AMOL,Epilogue,Band of the Red Hand,The Prince of the Ravens,General,Alive,,,,,
Matoun,,Saldaean,Male,,,,,,,KOD,27,,,,,Davram Bashere,,,Alive,,Soldier,,,
Masuto,,Shienaran,Male,,,,,,,,,TDR,2,TDR,2,,,,Alive,,,,,
Master Grinwell,,Andoran,Male,,,,,,,,,TEOTW,31,TEOTW,31,,,,Alive,,Farmer,,,
Master Padwhin,,Andoran,Male,,,,,,,TGH,12,,,,,Two Rivers,carpenter,,Alive,,,,,
Master Harod,,Ghealdanin,Male,,,,,,,,,TDR,8,TDR,9,,,,Alive,,Innkeeper,,,
Martan,,Unknown nationality,Male,,,,Brown,Strapping,,,,NS,6,NS,6,,,,Alive,,Clerk,,,
Masic,,Altaran,Male,,,,,,,,,LOC,52,LOC,52,,,,Dead,,,,,
Masema Dagar,,Shienaran,Male,,,"Shaved, previously a topknot",Dark,,,,,TGH,3,TGS,Prologue,Dragonsworn,Prophet of the Dragon,,Dead,1000 NE,Soldier,,,
Maringil,,Cairhienin,Male,Tall,,"Shoulder-length, white",,Thin,,,,TFOH,45,LOC,50,The Dragon Reborn,Lord,,Dead,999 NE,,,,
Marlesh,,Unknown nationality,Male,Short,,,,Narrow,,,,TGS,13,TGS,13,White Tower,,,Alive,,Warder,,,
Martyn Tallanvor,,Andoran,Male,Tall,,,Dark,,,,,TEOTW,40,TOM,44,Perrin Aybara,,,Alive,,Soldier,,,
Marind,,Aiel,Male,,,,,,,TSR,26,,,,,,,,Dead,,,,Da'shain Aiel,
Maric,,Aiel,Male,Very tall,,,"Gray, cold",,,,,LOC,27,LOC,27,,,,Alive,,,,Unknown clan,Unknown sept
Mardry,,Murandian,Male,,,,,,,,,TGS,27,TGS,27,,,,Alive,,Gambler,,,
Marek Cormer,,Andoran,Male,,,,,,,,,TOM,34,TOM,34,Perrin Aybara,,,Alive,,Soldier,,,
Maraconn,,Tairen,Male,,,,Blue,,,TSR,21,TFOH,46,TPOD,24,The Dragon Reborn,High Lord of Tear,,Dead,1000 NE,,,,
Marac den Norvin,,Illianer,Male,,,,,Stout,,,,TPOD,13,TPOD,13,Council of Nine,,,Alive,,,,,
Mar,,Unknown nationality,Male,Tall,,,,Lanky,,LOC,38,LOC,40,AMOL,Prologue,Band of the Red Hand,,Scout,Alive,,Soldier,,,
Mantual,,Seanchan,Male,,,,,,,,,KOD,34,KOD,34,Ever Victorious Army,,,Alive,,Servant,,,
Mangore Kiramin,,Aramaelle,Male,,,,,,,ACOS,Prologue,,,,,,,Warder,Dead,,Bard,,,
Mandhuin,,Aiel,Male,,,,,Heavyset,,,,TSR,57,TSR,57,,,,Alive,,,,Goshien,Unknown sept
Manel Rochaid,,Murandian,Male,Tall,,,,,,,,LOC,42,,,Darkfriend,Baijan'm'hael,Asha'man,Dead,1000 NE,Asha'man,,,
Manderic,,Aiel,Male,Tall,,,,,,,,TSR,23,TFOH,44,Shaido,,,Dead,1000 NE,Warrior,,Shaido,
Manal,,Cairhienin,Male,,,Gray,,,,LOC,54,LOC,54,LOC,54,,,,Alive,,Boatmen,,,
Mangin,,Aiel,Male,Tall,,,Gray,,,,,TSR,7,LOC,17,,,,Dead,999 NE,,,Taardad,Jindo
Mandein,,Aiel,Male,,,,,,,,,TSR,25,TSR,25,,Sept Chief,,Dead,,,,Aiel,
Malvin,,Unknown nationality,Male,,,,,,,,,NS,5,NS,5,White Tower,,Under-lieutenant,Alive,,Soldier,,,
Managan,,Malkier,Male,,,,,Lean,,,,KOD,20,TOM,23,Lan Mandragoran,,,Alive,,Merchant,,,
Mallone,,Unknown nationality,Male,,,,,,,,,AMOL,37,AMOL,37,Children of the Light,,,Alive,,Soldier,,,
Malenarin Rai,,Kandori,Male,,,,,,,,,TOM,Prologue,TOM,Prologue,Kandor,,Commander,Dead,1000 NE,Soldier,,,
Malalin,,Altaran,Male,,,,,,,TGS,19,,,,,,Lord,,Alive,,,,,
Makzim,,Unknown nationality,Male,,,,,,,TOM,22,,,,,White Tower,,,Alive,,Warder,,,
Malain,,Saldaean,Male,,,,,,,,,TOM,32,TOM,32,Dragon Reborn,,,Alive,,Soldier,,,
Mahiro Shukosa,,Kandori,Male,,,Graying,,,,,,LOC,49,LOC,49,White Tower,,,Alive,,Warder,,,
Maedin Bashere,,Saldaean,Male,,,,,,,TSR,41,,,,,,,,Alive,,,,,
Madwin,,Unknown nationality,Male,,,,,,,KOD,27,,,,,Band of the Red Hand,,Officer,,,Soldier,,,
Maeric,,Aiel,Male,,,,,Blocky,,,,ACOS,Prologue,ACOS,40,Sevanna,,,Dead,1000 NE,,,Shaido,Moshaine
Madresin Mandevwin,,Cairhienin,Male,,,Gray streaks,,Stocky,,,,KOD,27,TGS,36,Band of the Red Hand,,Captain,Alive,,Soldier,,,
Maecine,,,Male,,,,,,,TFOH,22,,,,,,King of Eharon,King,Dead,,,,,
Madoc Comadrin,,Unknown nationality,Male,,,,,,,LOC,5,,,,,,,General,Dead,,Soldier,,,
Madic,,Altaran,Male,,,Balding,,,,,,ACOS,16,TPOD,2,Darkfriend,,,Dead,1000 NE,Servant,,,
Macoll,,Unknown nationality,Male,,,,,,,,,KOD,37,KOD,37,Band of the Red Hand,,Bannerman,Alive,,Soldier,,,
Machir,,Domani,Male,,,,,,,COT,Prologue,,,,,Arad Doman,Lord,,Alive,,,,,
Macharan,,Andoran,Male,,,,,Bear-like,,LOC,28,TPOD,18,TPOD,18,,Lord,,Alive,,,,,
Machan,,Unknown nationality,Male,,,,,,,TFOH,27,,,,,White Tower,,,Alive,,Warder,,,
Kymer,,Aiel,Female,,,Deep red,,,,,,AMOL,Prologue,AMOL,Prologue,,,,Alive,,Wise One,,Tomanelle,Unknown sept
Kurin din Calin Red Sails,,,Female,,,,Dark,,,TPOD,2,TPOD,3,KOD,33,,,Windfinder,Alive,,,,,
Kumiko,,Unknown nationality,Female,,,Graying,,Stout,,,,KOD,13,KOD,13,The Kin,,,Alive,,,,,
Kuan Murasaka,,Unknown nationality,Female,,,,,,,,,TFOH,47,TFOH,47,Valan Luca,,,Alive,,Entertainer,,,
Kwamesa Taramasu,950 NE,Arafellin,Female,Average,,Dark,,Slender,,,,LOC,35,AMOL,37,White Tower,,Aes Sedai,Dead,1000 NE,Sitter,Gray Ajah,,
Kumira Dhoran,,Shienaran,Female,,,Short,Blue,,,,,TPOD,12,WH,35,Unaligned sisters,,Aes Sedai,Dead,1000 NE,,Brown Ajah,,
Kiyoshi,,Unknown nationality,Female,Tall,,,,Slender,,ACOS,32,KOD,24,KOD,24,White Tower,,Aes Sedai,Alive,,,Gray Ajah,,
Krisa,,Seanchan,Female,,,,,,,AMOL,15,,,,,,,,Alive,,,,,
Ma'combe,,Seanchan,Male,,,,,,,,,TGS,19,TGS,19,,,,Alive,,,,,
Kiyosa Natomo,,Borderlander,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,197 NE,,Green Ajah,,
Kiruna Nachiman,,Arafellin,Female,Tall,,,Dark,,,,,TFOH,26,TPOD,12,White Tower,,Aes Sedai,Dead,,,Green Ajah,,
Kirukan,,Aramaellen,Female,,,,,,,TFOH,48,,,,,,Queen of Aramelle,Queen,Dead,,,,,
Kirstian Chalwin,680 NE,Cairhienin,Female,,,,,,,,,TPOD,1,KOD,17,White Tower,,Novice,Alive,,,,,
Kirin Melway,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,950 NE,,Brown Ajah,,
Kiam Lopiang,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,White Tower,,Aes Sedai,Dead,,,Unknown Ajah,,
Kerene Nagashi,793 NE,Unknown nationality,Female,,,"Dark, Short",Nearly black,,,,,NS,7,NS,8,White Tower,Captain-General (Green Ajah),Aes Sedai,Dead,979 NE,,Green Ajah,,
Keraille Surtovni,,Saldaean,Female,Short,,"Fiery red, curly","Green, tilted",Slim,,ACOS,23,WH,8,KOD,32,The Kin,,,Alive,,,,,
Kema,,Unknown nationality,Female,,,"Black, in three braids",,,,,,TOM,52,TOM,52,The Kin,,,Alive,,,,,
